"ID","lon","lat","time","Int_Stop","Behavior","Int.ID","Int.Sp","M4","M5","ActualTime","Int_Start","Duration","Relationship","Intensity"
"AQ_Sctaeniopterus_TP_2021-06-17_112229",-68.2864388544445,12.0984051097444,2021-06-17 15:05:53,00:01:29,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Chase,Display","None",11:05:59,00:01:23,6,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-17_112229",-68.2864346355333,12.0983568392667,2021-06-17 15:18:40,00:14:16,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Chase,Display","None",11:18:46,00:14:10,6,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-17_112229",-68.2865005300182,12.0983714567545,2021-06-17 15:21:34,00:17:12,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",11:21:42,00:17:04,8,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_130527",-68.2863369304667,12.0984111260667,2021-06-17 16:45:10,00:00:16,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",12:45:14,00:00:12,4,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_130527",-68.2863393984333,12.0983921177778,2021-06-17 16:45:37,00:00:42,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",12:45:41,00:00:38,4,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_130527",-68.28634655288,12.09841768068,2021-06-17 16:52:46,00:07:50,"Parrotfish","TP-Heterospecific","Sc. iseri","Charge,Display","None",12:52:48,00:07:48,2,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_130527",-68.2863393426,12.0983769278889,2021-06-17 16:53:34,00:08:39,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",12:53:37,00:08:36,3,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_130527",-68.28637480827,12.09835133797,2021-06-17 16:54:03,00:09:15,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Chase,Display","None",12:54:13,00:09:04,10,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-17_130527",-68.28634773472,12.09840531743,2021-06-17 16:54:56,00:10:00,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",12:54:58,00:09:57,3,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_130527",-68.2863558922,12.0983976870667,2021-06-17 17:03:17,00:18:23,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",13:03:22,00:18:19,4,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_132934",-68.28646167831,12.09844602827,2021-06-17 17:09:34,00:00:30,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",13:09:38,00:00:26,5,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_132934",-68.2864674925667,12.0984386187,2021-06-17 17:09:58,00:00:52,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",13:10:00,00:00:51,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_132934",-68.286460113,12.098430498725,2021-06-17 17:10:06,00:01:00,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",13:10:07,00:00:58,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_132934",-68.2864625871429,12.0984092221357,2021-06-17 17:10:22,00:01:26,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Chase","None",13:10:34,00:01:14,12,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-17_132934",-68.2864005491,12.0984048396,2021-06-17 17:10:42,00:01:36,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",13:10:44,00:01:34,3,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_132934",-68.2864524026455,12.0984362641545,2021-06-17 17:14:04,00:05:06,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Chase,Display","None",13:14:14,00:04:57,9,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-17_132934",-68.2864541467222,12.0984131377667,2021-06-17 17:14:18,00:05:12,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",13:14:20,00:05:10,2,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_132934",-68.2864308154,12.0984075446727,2021-06-17 17:14:51,00:06:19,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Chase,Display","None",13:15:27,00:05:43,36,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-17_132934",-68.2863965956167,12.0984176778833,2021-06-17 17:16:00,00:06:57,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",13:16:04,00:06:52,5,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_132934",-68.28640396896,12.09847489554,2021-06-17 17:18:11,00:09:08,"Parrotfish","TP-Conspecific","Sc. taeniopterus","Display","None",13:18:16,00:09:03,5,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_132934",-68.2864479813445,12.0984688214667,2021-06-17 17:18:53,00:09:53,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",13:19:01,00:09:45,9,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_132934",-68.2864465937,12.0984181575444,2021-06-17 17:19:07,00:10:02,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",13:19:09,00:09:59,3,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_132934",-68.2864340767222,12.0984044484778,2021-06-17 17:19:23,00:10:22,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",13:19:30,00:10:15,7,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_132934",-68.28643540735,12.098402848925,2021-06-17 17:21:06,00:12:00,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",13:21:08,00:11:58,2,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_132934",-68.28643069044,12.09840034696,2021-06-17 17:21:31,00:12:26,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",13:21:33,00:12:23,2,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_132934",-68.286404802925,12.0984011515875,2021-06-17 17:21:52,00:12:48,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",13:21:56,00:12:44,4,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_132934",-68.286393613075,12.0984167419125,2021-06-17 17:21:58,00:13:00,"Parrotfish","TP-Conspecific","Sc. taeniopterus","Display","None",13:22:08,00:12:51,10,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_132934",-68.2864143653167,12.0984648121833,2021-06-17 17:23:11,00:14:12,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Chase","None",13:23:19,00:14:03,9,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-17_132934",-68.28641461394,12.09840941614,2021-06-17 17:25:31,00:16:42,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Chase","None",13:25:49,00:16:24,18,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-17_132934",-68.28639406156,12.09847030226,2021-06-17 17:27:37,00:18:33,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",13:27:40,00:18:30,3,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_132934",-68.2864024616727,12.0984233788818,2021-06-17 17:27:51,00:18:47,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Chase,Display","None",13:27:55,00:18:43,4,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-17_135406",-68.28627902827,12.09843489718,2021-06-17 17:39:29,00:05:36,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",13:39:34,00:05:31,5,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_135406",-68.2863379548889,12.0985083095556,2021-06-17 17:49:22,00:15:27,"Parrotfish","None-None","None","Display","None",13:49:25,00:15:23,4,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_135406",-68.2863037533364,12.0984485017364,2021-06-17 17:53:24,00:19:28,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",13:53:26,00:19:25,2,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_141728",-68.2861527427889,12.0983583386889,2021-06-17 18:07:43,00:10:26,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",14:07:45,00:10:24,2,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_141728",-68.28616025668,12.09833330845,2021-06-17 18:12:38,00:15:29,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Chase","None",14:12:48,00:15:20,10,"None","High"
"AQ_Scvetula_TP_2021-06-08_113800",-68.2861647509636,12.0977090197273,2021-06-08 15:18:20,00:02:09,"Parrotfish","IP-Conspecific","Sc. vetula","Charge","None",11:18:28,00:02:01,8,"None","Low"
"AQ_Scvetula_TP_2021-06-08_113800",-68.2861879526,12.097733239625,2021-06-08 15:35:58,00:20:01,"Parrotfish","TP-Conspecific","Sc. vetula","Charge,Display","Floater",11:36:21,00:19:38,23,"Floater","Low"
"AQ_Scvetula_TP_2021-06-08_120514",-68.2861345494,12.09787284025,2021-06-08 15:44:12,00:01:14,"Parrotfish","IP-Conspecific","Sc. vetula","Charge","None",11:44:15,00:01:11,3,"None","Low"
"AQ_Scvetula_TP_2021-06-08_120514",-68.2860429771,12.0978632011,2021-06-08 15:48:10,00:05:19,"Parrotfish","TP-Conspecific","Sc. vetula","Charge,Display","None",11:48:20,00:05:09,11,"None","Low"
"AQ_Scvetula_TP_2021-06-08_120514",-68.2860952383,12.09781035315,2021-06-08 15:49:19,00:06:21,"Parrotfish","IP-Conspecific","Sc. vetula","Charge","None",11:49:21,00:06:18,2,"None","Low"
"AQ_Scvetula_TP_2021-06-08_120514",-68.2861332349636,12.0978001843818,2021-06-08 15:53:37,00:10:38,"Parrotfish","IP-Conspecific","Sc. vetula","Charge","None",11:53:39,00:10:36,2,"None","Low"
"AQ_Scvetula_TP_2021-06-08_120514",-68.2861028553125,12.0978483965375,2021-06-08 15:58:42,00:15:44,"Parrotfish","IP-Conspecific","Sc. vetula","Charge","None",11:58:45,00:15:41,3,"None","Low"
"AQ_Scvetula_TP_2021-06-08_120514",-68.28622866978,12.097880099,2021-06-08 16:02:33,00:19:53,"Parrotfish","TP-Conspecific","Sc. vetula","Charge,Display","None",12:02:53,00:19:32,21,"None","Low"
"AQ_Scvetula_TP_2021-06-08_120514",-68.2862294954375,12.0978687016875,2021-06-08 16:02:58,00:20:27,"Parrotfish","TP-Conspecific","Sc. vetula","Charge,Display","None",12:03:28,00:19:57,30,"None","Low"
"AQ_Scvetula_TP_2021-06-08_123209",-68.2861663168,12.097956638325,2021-06-08 16:14:03,00:04:26,"Parrotfish","TP-Conspecific","Sc. vetula","None,Display","Neighbor",12:14:10,00:04:20,6,"Neighbor","Low"
"AQ_Scvetula_TP_2021-06-08_123209",-68.2860818970556,12.0980297494444,2021-06-08 16:15:39,00:06:06,"Parrotfish","IP-Conspecific","Sc. vetula","Charge,Display","None",12:15:49,00:05:56,10,"None","Low"
"AQ_Scvetula_TP_2021-06-08_143112",-68.286229987875,12.0981474733125,2021-06-08 18:17:21,00:08:55,"Parrotfish","TP-Conspecific","Sc. vetula","Charge,Display","Neighbor",14:17:27,00:08:49,7,"Neighbor","Low"
"AQ_Scvetula_TP_2021-06-08_145549",-68.28629274106,12.09799095804,2021-06-08 18:35:08,00:00:28,"Parrotfish","IP-Conspecific","Sc. vetula","Charge","None",14:35:09,00:00:27,1,"None","Low"
"AQ_Scvetula_TP_2021-06-08_145549",-68.2862778380333,12.0980345131667,2021-06-08 18:44:04,00:09:28,"Parrotfish","None-None","None","Charge","None",14:44:09,00:09:23,5,"None","Low"
"AQ_Scvetula_TP_2021-06-08_145549",-68.2862584519,12.0980016341857,2021-06-08 18:44:12,00:09:35,"Parrotfish","None-None","None","Charge","None",14:44:16,00:09:31,3,"None","Low"
"AQ_Scvetula_TP_2021-06-08_145549",-68.28619469795,12.09799599558,2021-06-08 18:47:21,00:12:45,"Parrotfish","IP-Conspecific","Sc. vetula","Charge,Chase","None",14:47:26,00:12:40,5,"None","High"
"AQ_Scvetula_TP_2021-06-08_145549",-68.2862059213,12.0980510115667,2021-06-08 18:50:50,00:16:13,"Parrotfish","IP-Conspecific","Sc. vetula","Charge","None",14:50:54,00:16:09,4,"None","Low"
"AQ_Scvetula_TP_2021-06-08_152401",-68.2862637565,12.0982254669,2021-06-08 19:04:54,00:02:28,"Parrotfish","TP-Conspecific","Sc. vetula","Charge","Neighbor",15:05:02,00:02:21,8,"Neighbor","Low"
"AQ_Scvetula_TP_2021-06-08_152401",-68.28624699265,12.09827321027,2021-06-08 19:06:15,00:03:47,"Parrotfish","IP-Conspecific","Sc. vetula","Charge,Display","None",15:06:21,00:03:42,6,"None","Low"
"AQ_Scvetula_TP_2021-06-08_152401",-68.2862669136333,12.0982891973,2021-06-08 19:07:33,00:05:01,"Parrotfish","IP-Conspecific","Sc. vetula","Charge","None",15:07:35,00:04:59,2,"None","Low"
"AQ_Scvetula_TP_2021-06-08_152401",-68.2862983432273,12.0983442460909,2021-06-08 19:10:59,00:08:30,"Parrotfish","TP-Conspecific","Sc. vetula","Charge","Neighbor",15:11:04,00:08:25,5,"Neighbor","Low"
"AQ_Scvetula_TP_2021-06-08_152401",-68.2862663268778,12.0982859283778,2021-06-08 19:18:38,00:16:07,"Parrotfish","IP-Conspecific","Sc. vetula","Charge","None",15:18:41,00:16:04,3,"None","Low"
"AQ_Scvetula_TP_2021-06-08_152401",-68.2862360809636,12.0983019708091,2021-06-08 19:21:06,00:18:37,"Parrotfish","IP-Conspecific","Sc. vetula","Charge","None",15:21:11,00:18:32,5,"None","Low"
"AQ_Scvetula_TP_2021-06-08_152401",-68.28627946412,12.09828305062,2021-06-08 19:21:59,00:19:27,"Parrotfish","IP-Conspecific","Sc. vetula","Charge","None",15:22:00,00:19:25,2,"None","Low"
"AQ_Scvetula_TP_2021-06-09_135108",-68.2864298228917,12.0984596503333,2021-06-09 17:40:20,00:10:40,"Parrotfish","IP-Conspecific","Sc. vetula","Charge","None",13:40:24,00:10:37,4,"None","Low"
"AQ_Scvetula_TP_2021-06-09_142348",-68.2861700468,12.0974410884,2021-06-09 18:06:14,00:02:21,"Parrotfish","IP-Conspecific","Sc. vetula","Charge,Display","None",14:06:18,00:02:17,4,"None","Low"
"AQ_Scvetula_TP_2021-06-09_142348",-68.2861627433133,12.09748611044,2021-06-09 18:06:38,00:02:59,"Parrotfish","IP-Conspecific","Sc. vetula","Charge,Chase,Display","None",14:06:56,00:02:41,17,"None","High"
"AQ_Scvetula_TP_2021-06-09_142348",-68.2861110510769,12.0974510371154,2021-06-09 18:09:40,00:05:50,"Parrotfish","IP-Conspecific","Sc. vetula","Charge","None",14:09:47,00:05:43,7,"None","Low"
"AQ_Scvetula_TP_2021-06-09_142348",-68.2861139718182,12.0974767953273,2021-06-09 18:09:53,00:05:57,"Parrotfish","IP-Conspecific","Sc. vetula","Charge","None",14:09:54,00:05:56,1,"None","Low"
"AQ_Scvetula_TP_2021-06-09_142348",-68.28618635798,12.09753416108,2021-06-09 18:12:00,00:08:21,"Parrotfish","IP-Conspecific","Sc. vetula","Charge,Chase,Display","None",14:12:18,00:08:03,18,"None","High"
"AQ_Scvetula_TP_2021-06-09_142348",-68.2861426319786,12.0974751309,2021-06-09 18:14:19,00:10:29,"Parrotfish","IP-Conspecific","Sc. vetula","Charge,Display","None",14:14:26,00:10:22,7,"None","Low"
"AQ_Scvetula_TP_2021-06-09_142348",-68.2861229856385,12.0975063447923,2021-06-09 18:14:48,00:11:01,"Parrotfish","IP-Conspecific","Sc. vetula","Charge,Chase,Display","None",14:14:58,00:10:51,10,"None","High"
"AQ_Scvetula_TP_2021-06-09_142348",-68.2861300232167,12.0975097222,2021-06-09 18:15:03,00:11:07,"Parrotfish","IP-Conspecific","Sc. vetula","Charge,Display","None",14:15:04,00:11:06,1,"None","Low"
"AQ_Scvetula_TP_2021-06-09_142348",-68.2861403900818,12.0975149481818,2021-06-09 18:15:15,00:11:26,"Parrotfish","IP-Conspecific","Sc. vetula","Chase,Display","None",14:15:23,00:11:18,7,"None","High"
"AQ_Scvetula_TP_2021-06-09_142348",-68.2861342421167,12.0975226442917,2021-06-09 18:15:25,00:11:30,"Parrotfish","IP-Conspecific","Sc. vetula","Charge,Display","None",14:15:27,00:11:29,2,"None","Low"
"AQ_Spaurofrenatum_TP_2021-06-19_124852",-68.2860847495091,12.0976133822727,2021-06-19 16:34:29,00:06:33,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Charge,Display","Neighbor",12:34:48,00:06:14,19,"Neighbor","Low"
"AQ_Spaurofrenatum_TP_2021-06-19_124852",-68.28609732535,12.09766431526,2021-06-19 16:39:09,00:11:11,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Charge,Display","Neighbor",12:39:25,00:10:55,16,"Neighbor","Low"
"AQ_Spaurofrenatum_TP_2021-06-19_124852",-68.2861057576,12.0976051223,2021-06-19 16:43:42,00:15:47,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Chase,Display","None",12:44:02,00:15:27,20,"None","High"
"AQ_Spaurofrenatum_TP_2021-06-19_124852",-68.28612409722,12.0976248868,2021-06-19 16:45:03,00:16:59,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Chase,Display","None",12:45:14,00:16:48,11,"None","High"
"AQ_Spaurofrenatum_TP_2021-06-19_131334",-68.2861672975,12.09787237084,2021-06-19 17:02:48,00:10:13,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Chase,Display","Floater",13:02:58,00:10:03,10,"Floater","High"
"AQ_Spaurofrenatum_TP_2021-06-19_134230",-68.28624855166,12.0979215056,2021-06-19 17:26:00,00:04:22,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Charge,Display","Neighbor",13:26:21,00:04:01,21,"Neighbor","Low"
"AQ_Spaurofrenatum_TP_2021-06-19_134230",-68.28618117375,12.09786487745,2021-06-19 17:31:04,00:09:11,"Parrotfish","IP-Conspecific","Sp. aurofrenatum","Chase","None",13:31:10,00:09:05,6,"None","High"
"AQ_Spaurofrenatum_TP_2021-06-19_134230",-68.2861585036714,12.0978822040286,2021-06-19 17:31:12,00:09:22,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Display","Neighbor",13:31:21,00:09:12,9,"Neighbor","Low"
"AQ_Spaurofrenatum_TP_2021-06-19_134230",-68.2862027286091,12.0979651631364,2021-06-19 17:33:12,00:11:35,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Chase,Display","Neighbor",13:33:34,00:11:13,22,"Neighbor","High"
"AQ_Spaurofrenatum_TP_2021-06-19_134230",-68.28623970035,12.098005211425,2021-06-19 17:35:56,00:14:11,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Display","Neighbor",13:36:10,00:13:56,15,"Neighbor","Low"
"AQ_Spaurofrenatum_TP_2021-06-19_134230",-68.2862583361667,12.0979803800667,2021-06-19 17:36:39,00:14:48,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Charge,Display","Neighbor",13:36:47,00:14:39,8,"Neighbor","Low"
"AQ_Spaurofrenatum_TP_2021-06-19_134230",-68.2862231322111,12.0979566685778,2021-06-19 17:40:11,00:18:24,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Chase,Display","None",13:40:24,00:18:12,13,"None","High"
"AQ_Spaurofrenatum_TP_2021-06-19_150330",-68.2863331062125,12.098018643475,2021-06-19 18:47:57,00:04:47,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Chase,Display","Neighbor",14:48:17,00:04:28,19,"Neighbor","High"
"AQ_Spaurofrenatum_TP_2021-06-19_150330",-68.2863032771,12.0980747812375,2021-06-19 19:02:37,00:19:47,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Charge,Chase,Display","Floater",15:03:16,00:19:07,40,"Floater","High"
"AQ_Spaurofrenatum_TP_2021-06-19_152807",-68.2862471603,12.0980176795,2021-06-19 19:11:16,00:04:01,"Parrotfish","IP-Conspecific","Sp. aurofrenatum","Chase","None",15:11:32,00:03:45,15,"None","High"
"AQ_Spaurofrenatum_TP_2021-06-19_152807",-68.2862798217667,12.0981330145,2021-06-19 19:13:02,00:05:35,"Parrotfish","IP-Conspecific","Sp. aurofrenatum","Charge","None",15:13:06,00:05:31,4,"None","Low"
"AQ_Spaurofrenatum_TP_2021-06-19_152807",-68.2863189094,12.0981597528,2021-06-19 19:13:17,00:05:49,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","None","Neighbor",15:13:20,00:05:46,3,"Neighbor","Unknown"
"AQ_Spaurofrenatum_TP_2021-06-19_152807",-68.2863153770286,12.0981059050143,2021-06-19 19:13:42,00:06:26,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Charge,Display","None",15:13:57,00:06:11,16,"None","Low"
"AQ_Spaurofrenatum_TP_2021-06-19_152807",-68.2861906197111,12.0980941317889,2021-06-19 19:20:13,00:12:55,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Chase,Display","Floater",15:20:26,00:12:42,13,"Floater","High"
"AQ_Spaurofrenatum_TP_2021-06-19_155228",-68.28625969961,12.09816705344,2021-06-19 19:32:35,00:01:05,"Parrotfish","IP-Conspecific","Sp. aurofrenatum","Charge","None",15:32:37,00:01:03,2,"None","Low"
"AQ_Spaurofrenatum_TP_2021-06-19_155228",-68.2862908779,12.0983007842857,2021-06-19 19:33:38,00:02:12,"Parrotfish","IP-Conspecific","Sp. aurofrenatum","Chase","None",15:33:45,00:02:06,7,"None","High"
"AQ_Spaurofrenatum_TP_2021-06-19_155228",-68.2862676120889,12.0982011407778,2021-06-19 19:36:19,00:04:54,"Parrotfish","IP-Conspecific","Sp. aurofrenatum","Chase","None",15:36:27,00:04:46,8,"None","High"
"AQ_Spaurofrenatum_TP_2021-06-19_155228",-68.2862658519,12.0982126426,2021-06-19 19:38:26,00:07:03,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Charge,Display","None",15:38:35,00:06:54,9,"None","Low"
"AQ_Spaurofrenatum_TP_2021-06-19_155228",-68.2863038685333,12.0981975924,2021-06-19 19:40:53,00:09:36,"Parrotfish","IP-Conspecific","Sp. aurofrenatum","Charge,Display","None",15:41:08,00:09:21,16,"None","Low"
"AQ_Spaurofrenatum_TP_2021-06-19_155228",-68.28631111424,12.09819809164,2021-06-19 19:42:51,00:11:36,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Chase,Display","None",15:43:08,00:11:19,18,"None","High"
"AQ_Spaurofrenatum_TP_2021-06-19_155228",-68.28624265082,12.09826055354,2021-06-19 19:44:11,00:12:41,"Parrotfish","IP-Conspecific","Sp. aurofrenatum","Charge","None",15:44:13,00:12:39,2,"None","Low"
"AQ_Spaurofrenatum_TP_2021-06-19_155228",-68.2863513753,12.0982282422556,2021-06-19 19:50:15,00:18:45,"Parrotfish","IP-Conspecific","Sp. aurofrenatum","Charge","None",15:50:17,00:18:43,2,"None","Low"
"AQ_Spaurofrenatum_TP_2021-06-21_110436",-68.286390407,12.0982821286,2021-06-21 14:44:36,00:01:18,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Charge,Display","Neighbor",10:44:49,00:01:06,12,"Neighbor","Low"
"AQ_Spaurofrenatum_TP_2021-06-21_110436",-68.2863515522667,12.0982477627778,2021-06-21 14:50:14,00:06:48,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Display","Neighbor",10:50:19,00:06:44,5,"Neighbor","Low"
"AQ_Spaurofrenatum_TP_2021-06-21_110436",-68.2863378296273,12.0982512526909,2021-06-21 14:50:25,00:06:58,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Display","Neighbor",10:50:28,00:06:55,3,"Neighbor","Low"
"AQ_Spaurofrenatum_TP_2021-06-21_110436",-68.2863240991583,12.0982609013667,2021-06-21 14:50:37,00:07:08,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Display","Neighbor",10:50:38,00:07:06,2,"Neighbor","Low"
"AQ_Spaurofrenatum_TP_2021-06-21_113029",-68.2864577974833,12.0984236430667,2021-06-21 15:18:38,00:10:16,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Charge,Display","Neighbor",11:19:05,00:09:49,27,"Neighbor","Low"
"AQ_Spaurofrenatum_TP_2021-06-21_113029",-68.2864608302182,12.0984763829818,2021-06-21 15:29:14,00:20:52,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Chase,Display","None",11:29:41,00:20:25,27,"None","High"
"AQ_Spaurofrenatum_TP_2021-06-21_113029",-68.28638484146,12.09846297652,2021-06-21 15:29:45,00:21:01,"Parrotfish","IP-Conspecific","Sp. aurofrenatum","Chase","None",11:29:50,00:20:56,5,"None","High"
"AQ_Spaurofrenatum_TP_2021-06-21_113029",-68.2864001859333,12.0984619483333,2021-06-21 15:29:50,00:21:19,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Display","Neighbor",11:30:08,00:21:01,19,"Neighbor","Low"
"AQ_Spaurofrenatum_TP_2021-06-21_115636",-68.2861328082545,12.0983143683818,2021-06-21 15:40:40,00:04:44,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Display","Neighbor",11:40:53,00:04:31,13,"Neighbor","Low"
"AQ_Spaurofrenatum_TP_2021-06-21_115636",-68.2861793507,12.0983480103,2021-06-21 15:45:37,00:09:38,"Parrotfish","IP-Conspecific","Sp. aurofrenatum","Charge,Chase","None",11:45:46,00:09:28,9,"None","High"
"AQ_Spaurofrenatum_TP_2021-06-21_134410",-68.28630802125,12.09844504764,2021-06-21 17:27:14,00:03:00,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Charge,Display","None",13:27:23,00:02:51,10,"None","Low"
"AQ_Spaurofrenatum_TP_2021-06-21_134410",-68.2863716595167,12.0984097710333,2021-06-21 17:29:26,00:05:06,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Charge","Neighbor",13:29:29,00:05:03,2,"Neighbor","Low"
"AQ_Spaurofrenatum_TP_2021-06-21_134410",-68.2863891218083,12.0984174893667,2021-06-21 17:29:31,00:05:26,"Parrotfish","TP-Conspecific","Sp. aurofrenatum","Charge,Chase,Display","Neighbor",13:29:49,00:05:08,17,"Neighbor","High"
"AQ_Spaurofrenatum_TP_2021-06-21_134410",-68.2863651775,12.0984273031,2021-06-21 17:34:39,00:10:24,"Parrotfish","IP-Conspecific","Sp. aurofrenatum","Chase","None",13:34:47,00:10:16,8,"None","High"
"AQ_Spviride_TP_2021-07-17_114654",-68.28609039775,12.097520548875,2021-07-17 15:31:53,00:05:25,"Parrotfish","TP-Conspecific","Sp. viride","Charge","",11:31:56,00:05:22,3,"None","Low"
"AQ_Spviride_TP_2021-07-17_114654",-68.2860587608846,12.0975442760846,2021-07-17 15:38:00,00:11:42,"Parrotfish","TP-Conspecific","Sp. viride","None","Floater",11:38:13,00:11:29,13,"Floater","Unknown"
"AQ_Spviride_TP_2021-07-17_114654",-68.2860965375,12.0975059643,2021-07-17 15:39:28,00:13:02,"Parrotfish","IP-Conspecific","Sp. viride","Charge","None",11:39:33,00:12:57,5,"None","Low"
"AQ_Spviride_TP_2021-07-17_114654",-68.2861017621667,12.0975172101,2021-07-17 15:42:29,00:16:16,"Parrotfish","TP-Conspecific","Sp. viride","Charge,Display","Floater",11:42:47,00:15:59,17,"Floater","Low"
"AQ_Spviride_TP_2021-07-17_114654",-68.2861204818,12.0975902862667,2021-07-17 15:43:34,00:17:28,"Parrotfish","TP-Conspecific","Sp. viride","Chase,Display","Floater",11:43:59,00:17:03,25,"Floater","High"
